				84.58108	126.71892	189.73981	239.87113	277.65227	351.65667	373.01557	398.46369	418.47809	457.92282	503.87612	552.2216	599.74212	614.42448	678.89253	737.43285	740.05135	761.1314	772.7144	780.73352	805.20648	847.0808	856.72518	868.16577	879.84154	898.07124	900.38502	922.05197	1011.07228	1046.27958	1089.5629	1115.20859	1150.69353	1179.96419	1192.90249	1248.22654	1276.46573	1301.17766	1335.68246	1389.72634	1419.29898	1478.55492	1493.37839	1579.4848	1598.94301	1655.01571	1797.30168	3163.40522	3175.8833	3214.48126	3215.4004	3246.46976	3276.43639
z	C	8	12	0.32132	-0.02236	0.20798	0	-0.29247	-0.53541	0	0	-0.03363	-0.24013	0	0	0.01754	0	0.07749	0	-0.04411	0	-0.03367	-0.04536	0	0.02855	0	-0.09467	0.48379	0	-0.09876	0	-0.00381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	C	9	12	0	0	0	-0.08196	0	0	0.07637	0.07842	0	0	0.05806	0.32936	0	0.0379	0	-0.1235	0	-0.23548	0	0	0.26402	0	-0.27935	0	0	-0.01764	0	-0.17854	0	-0.04539	0.06898	0.16159	0.04414	0.01767	0.06939	-0.02803	0.05391	0.1982	-0.08033	-0.2498	0.1738	0.21706	0.24349	-0.1445	0.05802	-0.31903	0.0419	0.00199	0.0209	-0.0007	-0.00018	0	-0.00138
y	C	9	12	0	0	0	0.20275	0	0	-0.06179	0.12533	0	0	-0.0143	-0.18802	0	0.24115	0	-0.34439	0	0.24641	0	0	0.43706	0	0.24963	0	0	0.01298	0	-0.00365	0	-0.0685	-0.02005	0.11739	0.03439	-0.19924	-0.07261	0.11275	-0.17722	-0.09965	-0.24273	0.04381	-0.06406	0.14346	-0.10776	0.01406	0.15599	-0.13991	0.00977	-0.03235	-0.28502	-0.00117	0.00412	-0.00145	-0.00027
z	C	9	12	0.06437	-0.34003	0.19648	0	0.12296	0.15166	0	0	-0.41086	-0.38427	0	0	0.0623	0	-0.11079	0	0.11734	0	0.05007	0.03415	0	-0.1472	0	-0.04331	-0.10248	0	-0.46584	0	-0.05603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	C	10	12	0	0	0	-0.05019	0	0	0.28315	0.04625	0	0	0.0423	-0.02342	0	0.11392	0	-0.18373	0	-0.08578	0	0	0.16883	0	-0.07562	0	0	-0.15827	0	-0.00033	0	0.02175	0.12073	0.09791	0.2742	-0.18302	0.03745	0.03634	-0.1117	0.33427	0.05668	0.216	0.05548	-0.448	0.1622	0.004	-0.08701	0.34655	-0.0241	0.00208	0.00991	0.00001	-0.00024	-0.00834	0.00774
y	C	10	12	0	0	0	0.08699	0	0	-0.23148	0.23426	0	0	-0.09942	0.12391	0	0.07653	0	-0.12749	0	-0.01693	0	0	0.17781	0	0.02764	0	0	0.19698	0	-0.111	0	0.00769	-0.08932	-0.14099	-0.16649	0.13868	-0.05399	-0.25806	0.01909	-0.23909	0.37179	0.189	0.16621	0.00704	0.26487	-0.07899	-0.36126	0.21339	-0.02372	0.00065	0.00458	0.00026	0.00171	0.00138	-0.00069
z	C	10	12	-0.01467	-0.27186	0.14635	0	-0.33334	0.32605	0	0	0.21816	0.1085	0	0	0.26029	0	-0.09674	0	-0.4218	0	0.03589	-0.44113	0	0.10261	0	-0.0179	0.06868	0	0.1733	0	0.00864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	C	11	12	0	0	0	0.09132	0	0	0.1003	0.20328	0	0	-0.09656	-0.09089	0	-0.0455	0	0.16873	0	0.17712	0	0	0.07158	0	-0.01858	0	0	-0.05542	0	-0.09072	0	-0.02565	-0.02589	-0.33995	-0.02816	-0.06474	0.27018	0.0077	0.08161	0.25524	-0.01355	0.3202	-0.22409	0.02234	-0.21735	0.19291	-0.32355	-0.19194	0.00607	-0.00006	-0.00056	0.00042	-0.01299	0.00244	0.00792
y	C	11	12	0	0	0	0.09929	0	0	-0.25506	0.25695	0	0	-0.08464	0.13517	0	-0.01312	0	-0.03371	0	-0.10162	0	0	-0.05106	0	-0.02824	0	0	-0.09052	0	0.18857	0	-0.01724	-0.07402	-0.27887	-0.07578	0.11505	0.1682	-0.27938	-0.04081	0.35598	0.02769	-0.21157	-0.1109	-0.18832	-0.22951	-0.09868	0.39385	-0.0282	0.01433	-0.0002	0.00287	-0.00024	0.0054	0.00246	-0.00032
z	C	11	12	0.14293	-0.0041	0.31667	0	-0.2154	0.21982	0	0	0.25468	0.15123	0	0	0.29198	0	0.22995	0	0.46444	0	-0.00251	0.41267	0	-0.03367	0	0.0362	-0.21837	0	0.05826	0	0.00399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	O	12	16	0	0	0	0.2751	0	0	0.00622	0.45206	0	0	-0.1612	-0.00537	0	0.05663	0	0.14344	0	0.09593	0	0	-0.31976	0	-0.07986	0	0	-0.05836	0	0.02645	0	-0.40509	0.04181	0.1191	0.33748	0.17515	-0.25094	0.04705	0.00525	-0.18303	-0.05209	-0.04218	0.08229	0.00064	0.06666	0.01007	0.0629	-0.00119	-0.0004	0.00019	-0.00043	0.00013	0.00079	-0.0029	0.00004
y	O	12	16	0	0	0	-0.14855	0	0	-0.04629	0.11503	0	0	-0.12033	-0.02239	0	-0.07988	0	0.25093	0	0.27984	0	0	-0.03504	0	-0.27173	0	0	-0.49613	0	0.15052	0	0.41252	0.03462	0.14766	-0.05851	-0.04631	-0.07163	0.07864	0.02744	-0.14774	-0.11262	0.02691	0.07159	0.04552	0.09461	0.08461	-0.02702	0.00388	-0.00184	-0.00005	-0.00022	0.00001	-0.00066	0.00344	-0.00113
z	O	12	16	-0.01081	0.36937	0.24088	0	0.28189	0.35122	0	0	-0.05374	-0.03474	0	0	-0.47369	0	-0.09708	0	-0.02023	0	0.07473	-0.17401	0	0.01432	0	-0.01333	0.0676	0	-0.01834	0	-0.0008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	C	13	12	0	0	0	-0.1194	0	0	0.42577	0.02763	0	0	0.038	-0.18267	0	0.12456	0	-0.2483	0	-0.19063	0	0	-0.06025	0	0.10195	0	0	-0.16039	0	0.25539	0	0.07734	-0.1002	-0.12444	-0.10022	0.13882	-0.11541	-0.02618	-0.03674	-0.16944	0.43105	-0.14405	-0.09501	0.18194	-0.05367	0.28156	0.10672	-0.10773	0.00546	-0.00008	-0.00043	-0.00046	-0.00045	0.13236	-0.03898
y	C	13	12	0	0	0	-0.1972	0	0	0.04257	0.01293	0	0	-0.0625	-0.0703	0	-0.07903	0	0.1542	0	0.04146	0	0	-0.17505	0	0.08045	0	0	0.39314	0	-0.21249	0	-0.188	0.04034	0.21631	-0.04848	-0.13831	0.08295	0.01221	-0.04737	0.13854	0.08798	-0.05284	0.00171	-0.01068	0.10819	0.5206	0.14077	-0.04123	0.00157	-0.00014	0.00098	0.00063	0.001	-0.24055	0.11041
z	C	13	12	-0.30612	-0.16073	-0.29606	0	-0.27985	-0.17126	0	0	0.17916	0.05819	0	0	-0.45456	0	0.04292	0	-0.004	0	-0.11505	0.23283	0	-0.02307	0	0.36013	0.04125	0	-0.12316	0	-0.00372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	C	14	12	0	0	0	0.0834	0	0	0.18688	0.25478	0	0	-0.07521	-0.08654	0	0.09799	0	-0.0582	0	-0.09315	0	0	-0.30695	0	0.11587	0	0	0.37979	0	-0.03663	0	0.50851	0.01005	0.09387	-0.23317	-0.07668	0.06478	-0.00199	0.03805	-0.01387	-0.2748	-0.02676	0.04504	-0.02103	-0.01608	-0.21745	-0.00515	0.03118	-0.00179	-0.00004	-0.00006	0.00021	-0.0004	-0.09014	-0.26515
y	C	14	12	0	0	0	-0.29944	0	0	0.16991	-0.10149	0	0	-0.01763	-0.14324	0	-0.07519	0	0.09502	0	0.02612	0	0	-0.07311	0	0.07641	0	0	0.11817	0	-0.07908	0	-0.15924	0.04271	-0.07542	0.28754	0.0584	-0.10674	0.12045	-0.0387	-0.0239	0.1145	-0.00433	-0.14353	0.03139	-0.26069	-0.57396	-0.09786	-0.0142	0.00166	0.00013	-0.0006	0.00024	-0.00067	-0.02318	-0.10643
z	C	14	12	-0.29582	0.22115	-0.25779	0	0.2088	-0.18538	0	0	-0.14394	-0.01574	0	0	0.44765	0	-0.02566	0	-0.26467	0	-0.15694	0.2299	0	-0.0449	0	-0.33989	-0.07664	0	0.04104	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	H	15	1	0	0	0	0.0418	0	0	-0.01204	-0.08085	0	0	0.07499	0.11464	0	0.07591	0	0.05042	0	0.09273	0	0	-0.05231	0	0.06721	0	0	0.01522	0	0.03763	0	0.00758	-0.21867	-0.07832	0.00725	-0.19644	-0.23591	0.02047	0.14166	0.1482	0.04431	-0.00578	0.23635	0.03439	-0.09822	0.00801	-0.0187	-0.02017	-0.04489	0.13097	-0.01686	0.81156	0.03283	0.00241	0.00003
y	H	15	1	0	0	0	-0.05661	0	0	0.00799	-0.04468	0	0	-0.20008	0.027	0	-0.04844	0	-0.12405	0	-0.0236	0	0	-0.04688	0	0.08523	0	0	-0.12581	0	-0.1547	0	0.01395	0.15731	0.12578	0.03178	0.32679	0.45119	0.0296	-0.25946	-0.22707	-0.03861	-0.04592	-0.29106	-0.1259	0.17126	-0.02249	-0.05902	-0.11523	0.0689	0.08024	-0.01071	0.48091	0.01961	0.00139	0.00005
z	H	15	1	-0.02897	0.26322	0.00192	0	-0.2107	0.02655	0	0	-0.01495	-0.07801	0	0	0.04585	0	-0.44282	0	0.17142	0	-0.20051	-0.04068	0	-0.50585	0	0.06648	0.09444	0	0.26301	0	-0.49028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	H	16	1	0	0	0	0.10522	0	0	-0.04438	-0.08931	0	0	0.1584	-0.02846	0	0.08176	0	0.07475	0	0.08265	0	0	-0.0059	0	-0.01794	0	0	0.07761	0	0.14396	0	-0.02192	0.39538	-0.0262	-0.22334	0.40954	0.02504	0.27134	-0.30904	0.20039	0.06378	0.18044	0.44057	0.08344	-0.16014	0.00149	-0.0596	-0.14562	-0.00269	0.05265	-0.00321	-0.0115	-0.00061	-0.00004	0.00003
y	H	16	1	0	0	0	0.03239	0	0	0.04269	-0.02063	0	0	0.07448	0.02911	0	-0.10454	0	-0.0849	0	0.07764	0	0	-0.04282	0	-0.10939	0	0	0.05835	0	0.0358	0	-0.01038	-0.01849	-0.04098	-0.03951	0.01142	-0.05467	0.04111	-0.05613	0.02401	-0.00179	0.02708	-0.03625	-0.01794	0.05661	-0.01473	-0.02245	-0.07584	0.00468	-0.93806	0.10541	0.14982	0.00428	0.00141	-0.00008
z	H	16	1	0.05528	0.14146	0.04284	0	0.13995	-0.08522	0	0	0.38725	-0.20667	0	0	0.04307	0	-0.22337	0	0.01468	0	0.06988	-0.00273	0	-0.39026	0	0.02998	0.03043	0	0.03523	0	0.70747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	H	17	1	0	0	0	-0.05213	0	0	-0.03611	0.09863	0	0	-0.04046	0.17861	0	0.00829	0	-0.04316	0	-0.13839	0	0	0.19497	0	-0.13092	0	0	0.039	0	-0.16477	0	-0.06227	-0.14956	0.03174	-0.25875	0.25765	-0.1157	0.57574	0.35915	-0.08348	-0.05902	-0.06579	-0.19208	-0.22337	-0.2272	0.10314	-0.01874	0.13405	-0.01423	-0.00551	-0.07257	-0.00058	0.00087	0.0007	-0.00044
y	H	17	1	0	0	0	0.05689	0	0	-0.02327	0.04144	0	0	-0.00792	-0.04753	0	0.06984	0	-0.10149	0	0.06894	0	0	0.13797	0	0.07008	0	0	0.0084	0	-0.01029	0	-0.0259	-0.01861	0.03433	-0.01189	-0.04251	-0.03223	0.0761	-0.0266	-0.04841	-0.08104	0.01174	-0.04099	0.02831	-0.06125	0.01653	0.04462	-0.02785	-0.00004	0.10701	0.94873	0.00347	-0.01264	0.00347	0.00012
z	H	17	1	-0.01137	-0.11457	0.05454	0	0.07332	0.02804	0	0	-0.23196	-0.36699	0	0	-0.08317	0	-0.01905	0	0.04157	0	0.16822	0.2709	0	0.29173	0	0.07753	0.11791	0	0.7284	0	0.07542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	H	18	1	0	0	0	0.0573	0	0	0.10303	-0.08252	0	0	0.07444	-0.12858	0	-0.09543	0	0.16385	0	0.02258	0	0	0.15964	0	0.0296	0	0	-0.08602	0	-0.38128	0	0.10278	-0.13681	0.20069	-0.15323	0.29355	-0.42474	-0.39145	-0.24852	0.06683	-0.06318	-0.04147	-0.04125	-0.2882	-0.17749	0.04387	0.01369	-0.06252	0.00816	0.0003	-0.00131	0.00396	-0.09821	0.00004	0.00054
y	H	18	1	0	0	0	0.06609	0	0	-0.04566	-0.00846	0	0	0.05651	-0.00797	0	-0.06408	0	0.01191	0	-0.16887	0	0	-0.03878	0	0.06771	0	0	-0.06597	0	-0.01599	0	0.01143	-0.02209	0.04301	-0.0001	0.00026	-0.081	0.00872	-0.08005	0.04156	-0.05491	0.01438	-0.04209	0.01139	-0.02058	0.04082	-0.09628	0.00344	-0.00503	-0.00014	0.01283	-0.03825	0.95067	0.00161	-0.0051
z	H	18	1	0.11058	0.03314	0.04585	0	-0.11366	-0.25625	0	0	-0.04981	-0.30997	0	0	-0.08828	0	0.1664	0	-0.13673	0	-0.18287	-0.27572	0	-0.07141	0	0.1676	-0.74412	0	0.16139	0	0.00075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	H	19	1	0	0	0	-0.09272	0	0	0.19634	-0.04619	0	0	0.0252	-0.11596	0	0.01675	0	-0.04763	0	-0.0412	0	0	-0.05023	0	0.0436	0	0	-0.2312	0	0.20497	0	-0.42285	-0.16356	0.04746	-0.45131	-0.0006	0.11848	-0.16144	0.08756	-0.07548	-0.26773	0.08275	0.1105	-0.03136	0.06088	-0.19671	-0.08177	0.05006	-0.00273	-0.0004	0.00012	0.00131	0.00189	-0.43754	0.1575
y	H	19	1	0	0	0	-0.08972	0	0	0.05273	-0.02714	0	0	-0.00987	-0.05485	0	-0.03415	0	0.05917	0	0.02069	0	0	-0.06756	0	0.03126	0	0	0.01564	0	0.00634	0	-0.31341	-0.06108	0.11504	-0.24636	-0.06813	0.11207	-0.08327	0.03868	0.03418	-0.19407	0.05646	0.0815	-0.05638	0.08581	0.02351	-0.01818	0.03688	-0.00258	0.00051	-0.00363	-0.0023	-0.00291	0.78136	-0.29003
z	H	19	1	-0.14676	-0.08623	-0.1836	0	-0.11216	-0.15536	0	0	0.05789	0.03459	0	0	-0.1726	0	0.0781	0	0.49775	0	0.25654	-0.37237	0	-0.01178	0	-0.59222	-0.08654	0	0.12369	0	0.00252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
x	H	20	1	0	0	0	0.03966	0	0	0.03587	0.0919	0	0	-0.03198	-0.0178	0	0.02347	0	0.01348	0	0.00025	0	0	-0.10901	0	0.00761	0	0	0.08409	0	-0.01467	0	0.10212	0.01571	0.17402	-0.13306	-0.12124	0.02847	0.0404	-0.03901	0.0171	0.09386	-0.02205	-0.05618	0.00725	-0.09301	-0.2109	-0.02236	0.00593	-0.00023	0.0001	-0.00143	-0.00123	0.0045	0.32119	0.84535
y	H	20	1	0	0	0	-0.1336	0	0	0.10758	-0.08197	0	0	0.02465	-0.06646	0	-0.00468	0	-0.06524	0	-0.07684	0	0	0.02573	0	0.10464	0	0	0.12195	0	-0.00853	0	0.11031	-0.02472	-0.46099	0.28143	0.32172	-0.07152	-0.08177	0.14302	-0.0883	-0.51811	0.03238	0.16923	-0.02677	0.17177	0.17259	0.02179	0.0139	-0.00119	0.00001	-0.00084	-0.0004	0.00119	0.10341	0.28452
z	H	20	1	-0.13512	0.13298	-0.1491	0	0.16261	-0.13125	0	0	-0.11333	-0.00004	0	0	0.38996	0	0.04137	0	0.33757	0	0.26157	-0.38821	0	0.09829	0	0.58777	0.11987	0	-0.03096	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
